"JOB .","PayItemID"
"9807",573
"9807",579
"9807",542
"9807",499
"9807",494
"9807",486
"9807",581
"9807",580
"9807",607
"9807",543
"9806",359
"9806",323
"9806",345
"9806",377
"9806",539
"9806",321
"9806",378
"9806",376
"9806",366
"9806",379
"9806",273
"9806",400
"9806",381
"9806",356
"9806",322
"9806",372
"9806",374
"9806",344
"9806",153
"9806",353
"9806",368
"9806",663
"9806",358
"9806",390
"9806",341
"9806",365
"9806",437
"9806",388
"9806",380
"9806",357
"9806",436
"9806",352
"9806",435
"9806",346
"9806",363
"9806",325
"9806",319
"9806",343
"9806",389
"9806",354
"9806",375
"9806",382
"9806",364
"9805",258
"9805",63
"9805",196
"9805",64
"9803",345
"9803",376
"9803",357
"9803",374
"9803",93
"9803",358
"9803",375
"9803",353
"9803",364
"9803",352
"9803",341
"9803",362
"9802",29
"9802",83
"9802",73
"9802",23
"9802",97
"9802",55
"9802",92
"9802",169
"9802",71
"9802",11
"9802",68
"9802",243
"9802",67
"9802",72
"9802",93
"9802",177
"9802",21
"9802",58
"9802",94
"9802",19
"9802",87
"9802",22
"9802",160
"9802",5
"9802",85
"9802",88
"9802",176
"9802",164
"9802",170
"9802",245
"9802",86
"9802",49
"9802",64
"9802",69
"9802",65
"9802",26
"9802",48
"9802",96
"9802",165
"9802",279
"9802",157
"9802",95
"9802",81
"9802",24
"9802",57
"9802",12
"9802",77
"9802",79
"9802",74
"9802",89
"9802",84
"9802",507
"9802",32
"9802",63
"9802",161
"9802",244
"9802",27
"9802",156
"9802",195
"9802",75
"9802",82
"9802",20
"9802",175
"9802",100
"9801",55
"9801",4
"9801",524
"9801",272
"9801",585
"9801",572
"9801",56
"9801",277
"9801",528
"9801",233
"9801",58
"9801",232
"9801",57
"9801",482
"9801",276
"9801",459
"9801",231
"9801",278
"9762",583
"97-61",24
"97-61",19
"97-61",19
"97-61",68
"97-61",169
"97-61",24
"97-61",41
"9761",57
"9761",75
"9761",19
"9761",159
"9761",92
"9761",100
"9761",82
"9761",68
"9761",161
"9761",176
"9761",58
"9761",55
"9761",169
"9761",177
"9761",80
"9761",160
"9761",40
"9761",175
"9761",172
"9761",460
"9761",81
"9761",481
"9761",171
"9761",41
"9761",158
"9761",63
"9761",69
"9761",157
"9761",24
"9761",64
"9761",481
"9761",84
"9761",67
"9761",156
"9761",34
"9761",83
"9761",65
"9760",593
"9760",553
"9760",594
"9760",555
"9760",550
"9759",521
"9758",516
"9757",515
"9756",169
"9756",84
"9756",91
"9756",64
"9756",170
"9756",92
"9756",154
"9756",174
"9756",102
"9756",65
"9756",83
"9756",158
"9756",157
"9756",57
"9756",173
"9756",69
"9756",56
"9756",82
"9756",19
"9756",100
"9756",156
"9756",55
"9756",159
"9756",68
"9755",154
"9755",64
"9755",157
"9755",100
"9755",69
"9755",19
"9755",68
"9755",169
"9755",82
"9755",91
"9755",145
"9755",158
"9755",174
"9755",92
"9755",156
"9755",65
"9755",173
"9755",56
"9755",57
"9755",59
"9755",102
"9755",83
"9755",159
"9755",55
"9754",83
"9754",69
"9754",92
"9754",56
"9754",68
"9754",57
"9754",19
"9754",174
"9754",55
"9754",84
"9754",64
"9754",65
"9754",159
"9754",169
"9754",58
"9754",154
"9754",173
"9754",157
"9754",156
"9754",146
"9754",100
"9754",158
"9754",82
"9753",519
"9753",520
"9752",53
"9752",81
"9752",88
"9752",66
"9752",149
"9752",84
"9752",64
"9752",47
"9752",67
"9752",44
"9752",82
"9752",51
"9752",185
"9752",55
"9752",65
"9752",183
"9752",68
"9752",57
"9752",83
"9752",63
"9752",54
"9752",69
"9752",62
"9751",157
"9751",91
"9751",65
"9751",82
"9751",55
"9751",174
"9751",83
"9751",69
"9751",19
"9751",102
"9751",156
"9751",64
"9751",58
"9751",56
"9751",170
"9751",92
"9751",159
"9751",57
"9751",191
"9751",169
"9751",173
"9751",84
"9751",68
"9751",158
"9751",100
"9750",345
"9750",61
"9750",357
"9750",346
"9750",50
"9750",348
"9750",374
"9750",353
"9750",352
"9750",341
"9750",358
"9750",62
"9750",347
"9750",60
"9750",377
"9750",354
"9749",375
"9749",352
"9749",345
"9749",358
"9749",353
"9749",376
"9749",357
"9749",374
"9749",377
"9749",354
"9749",341
"9748",57
"9747",55
"9747",91
"9747",81
"9747",92
"9747",58
"9747",57
"9747",69
"9747",68
"9747",90
"9747",84
"9747",82
"9746",57
"9745",570
"9745",530
"9745",535
"9745",587
"9745",493
"9745",501
"9745",531
"9745",584
"9745",549
"9745",519
"9745",492
"9745",500
"9745",532
"9745",514
"9745",536
"9744",92
"9744",55
"9744",69
"9743",57
"9742",546
"9742",541
"9742",268
"9742",544
"9742",582
"9742",266
"9742",256
"9742",577
"9742",545
"9742",234
"9741",250
"9741",247
"9741",521
"9741",184
"9740",56
"9740",55
"9740",83
"9740",69
"9740",57
"9740",64
"9740",65
"9740",82
"9740",154
"9740",68
"9739",68
"9739",93
"9739",71
"9738",184
"9738",68
"9738",246
"9738",185
"9738",186
"9738",84
"9738",92
"9738",58
"9738",55
"9738",83
"9738",90
"9738",81
"9738",82
"9738",502
"9738",57
"9738",177
"9738",64
"9738",69
"9737",374
"9737",354
"9737",345
"9737",341
"9737",353
"9737",358
"9737",350
"9737",357
"9737",377
"9737",347
"9737",349
"9737",346
"9737",352
"9737",348
"9737",397
"9737",351
"9736",81
"9736",346
"9736",90
"9736",357
"9736",95
"9736",93
"9736",82
"9736",91
"9736",71
"9736",341
"9735",65
"9735",55
"9735",69
"9734",58
"9734",102
"9734",92
"9734",19
"9734",69
"9734",57
"9734",65
"9734",82
"9734",508
"9734",72
"9734",68
"9734",159
"9734",169
"9734",157
"9734",56
"9734",158
"9734",94
"9734",506
"9734",64
"9734",156
"9734",59
"9734",174
"9734",83
"9734",100
"9734",91
"9734",145
"9734",173
"9733",251
"9733",249
"9733",250
"9733",247
"9732",57
"9731",54
"9731",39
"9731",44
"9731",69
"9731",539
"9731",74
"9731",98
"9731",58
"9731",24
"9731",85
"9731",88
"9731",83
"9731",60
"9731",35
"9731",89
"9731",68
"9731",78
"9731",61
"9731",84
"9731",67
"9731",53
"9731",57
"9731",95
"9731",179
"9731",273
"9731",38
"9731",274
"9731",23
"9731",90
"9731",485
"9731",47
"9731",51
"9731",82
"9731",26
"9731",62
"9731",75
"9731",33
"9731",71
"9731",64
"9731",77
"9731",73
"9731",63
"9731",76
"9731",31
"9731",49
"9731",86
"9731",97
"9731",65
"9731",55
"9731",81
"9731",48
"9730",57
"9730",521
"9729",58
"9729",157
"9729",164
"9729",37
"9729",176
"9729",23
"9729",68
"9729",505
"9729",156
"9729",169
"9729",89
"9729",173
"9729",143
"9729",86
"9729",87
"9729",174
"9729",67
"9729",43
"9729",63
"9729",40
"9729",177
"9729",144
"9729",64
"9729",32
"9729",82
"9729",19
"9729",24
"9729",175
"9729",25
"9729",56
"9729",88
"9729",83
"9729",36
"9729",69
"9729",244
"9729",170
"9729",39
"9729",38
"9729",165
"9729",5
"9729",30
"9729",81
"9729",102
"9728",512
"9727",57
"9727",65
"9726",58
"9726",92
"9726",57
"9725",600
"9725",550
"9725",495
"9725",601
"9725",598
"9725",498
"9725",55
"9624",58
"9624",57
"9624",64
"9624",65
"9621",515
"9621",177
"9619",69
"9619",65
"9619",179
"9619",57
"9619",67
"9619",19
"9619",192
"9619",191
"9619",116
"9618",179
"9618",69
"9618",67
"9618",116
"9618",57
"9618",65
"9618",19
"9614",57
"9614",521
"9613",90
"9613",82
"9613",58
"9613",71
"9613",64
"9613",93
"9613",81
"9613",84
"9613",97
"9613",63
"9613",75
"9609",64
"9609",81
"9609",98
"9609",94
"9609",68
"9609",93
"9609",76
"9609",96
"9609",148
"9609",75
"9609",63
"9609",73
"9609",97
"9609",82
"9609",71
"9608",68
"9608",55
"9608",65
"9608",67
"9608",62
"9608",105
"9608",69
"9608",63
"9608",64
"9607",71
"9607",54
"9607",61
"9607",52
"9607",60
"9607",62
"9607",68
"9607",50
"9606",81
"9606",69
"9606",65
"9606",83
"9606",86
"9606",483
"9606",461
"9606",93
"9606",71
"9606",58
"9606",63
"9606",40
"9606",41
"9606",55
"9606",75
"9606",68
"9606",57
"9606",88
"9606",82
"9606",64
"9604",86
"9604",58
"9604",55
"9604",29
"9604",65
"9604",43
"9604",104
"9604",88
"9604",506
"9604",56
"9604",11
"9604",40
"9604",64
"9604",63
"9604",105
"9604",30
"9604",73
"9604",36
"9604",67
"9604",140
"9604",139
"9604",92
"9604",57
"9604",68
"9604",69
"9604",71
"9602",201
"9602",528
"9602",283
"9602",285
"9602",572
"9602",585
"9602",233
"9574",552
"9574",599
"9574",590
"9574",549
"9573",94
"9573",55
"9573",56
"9573",57
"9573",58
"9573",64
"9573",65
"9573",68
"9573",69
"9573",173
"9573",71
"9573",72
"9573",82
"9573",83
"9573",93
"9573",190
"9573",521
"9573",508
"9573",170
"9573",169
"9573",101
"9573",100
"9573",92
"9573",19
"9573",156
"9573",189
"9573",174
"9573",159
"9573",158
"9573",157
"9573",91
"9572",64
"9572",55
"9572",69
"9571",519
"9571",534
"9571",559
"9570",92
"9570",598
"9570",596
"9570",91
"9570",511
"9570",597
"9569",142
"9569",478
"9568",160
"9568",161
"9568",175
"9568",176
"9568",48
"9568",19
"9568",170
"9568",159
"9568",63
"9568",177
"9568",58
"9568",57
"9568",55
"9568",49
"9568",65
"9568",64
"9568",70
"9568",67
"9568",68
"9568",169
"9568",69
"9568",158
"9568",71
"9568",81
"9568",82
"9568",83
"9568",157
"9568",85
"9568",86
"9568",88
"9568",93
"9568",102
"9568",156
"9568",84
"9567",69
"9567",156
"9567",157
"9567",173
"9567",174
"9567",19
"9567",101
"9567",169
"9567",64
"9567",100
"9567",67
"9567",68
"9567",55
"9567",170
"9565",58
"9565",81
"9565",101
"9565",73
"9565",63
"9565",49
"9565",48
"9565",67
"9562",158
"9562",82
"9562",83
"9562",84
"9562",92
"9562",100
"9562",101
"9562",69
"9562",103
"9562",157
"9562",156
"9562",173
"9562",159
"9562",174
"9562",102
"9562",169
"9562",19
"9562",55
"9562",65
"9562",64
"9562",58
"9562",57
"9562",56
"9562",68
"9561",64
"9561",67
"9561",68
"9561",71
"9561",23
"9561",81
"9561",93
"9561",63
"9561",94
"9561",82
"9561",74
"9561",72
"9561",96
"9560",68
"9560",101
"9560",83
"9560",69
"9560",65
"9560",64
"9560",57
"9560",55
"9560",82
"9558",169
"9558",58
"9558",91
"9558",59
"9558",64
"9558",102
"9558",19
"9558",174
"9558",173
"9558",159
"9558",158
"9558",157
"9558",156
"9558",65
"9558",57
"9558",68
"9558",56
"9558",100
"9558",92
"9558",69
"9558",101
"9558",83
"9558",82
"9557",57
"9557",158
"9557",58
"9557",55
"9557",169
"9557",508
"9557",507
"9557",506
"9557",505
"9557",19
"9557",156
"9557",173
"9557",64
"9557",159
"9557",157
"9557",82
"9557",65
"9557",68
"9557",174
"9557",69
"9557",101
"9557",83
"9557",84
"9557",92
"9557",91
"9557",100
"9552",55
"9552",65
"9552",58
"9552",64
"9552",68
"9552",69
"9552",67
"9552",63
"9552",49
"9552",48
"9552",57
"9550",477
"9550",463
"9550",466
"9550",83
"9550",469
"9550",476
"9550",471
"9550",467
"9550",473
"9550",464
"9550",465
"9550",462
"9550",468
"9550",470
"9550",141
"9550",57
"9550",474
"9550",8
"9550",270
"9550",475
"9550",472
"1162",776
"1162",619
"1162",753
"1161",1229
"1160",619
"1160",710
"1160",673
"1160",1363
"1160",620
"1160",623
"1159",1686
"1159",1685
"1159",1684
"1158",752
"1158",1225
"1158",776
"1158",753
"1158",672
"1158",911
"1158",910
"1158",909
"1158",908
"1158",907
"1158",906
"1158",628
"1157",622
"1157",673
"1157",753
"1157",628
"1157",776
"1157",1413
"1157",1703
"1157",623
"1157",672
"1157",619
"1156",1087
"1155",695
"1155",628
"1155",672
"1155",622
"1155",621
"1155",910
"1154",1229
"1153",666
"1153",1170
"1153",619
"1153",776
"1153",675
"1153",667
"1153",680
"1153",674
"1153",753
"1153",673
"1153",672
"1153",616
"1153",778
"1153",695
"1153",1230
"1153",777
"1153",665
"1153",664
"1153",663
"1153",761
"1153",217
"1153",958
"1153",658
"1153",659
"1153",660
"1153",692
"1153",622
"1153",676
"1153",677
"1153",703
"1153",704
"1153",705
"1153",706
"1153",707
"1153",679
"1153",1426
"1153",1701
"1153",845
"1153",620
"1153",623
"1153",621
"1153",632
"1153",816
"1153",815
"1153",1700
"1153",748
"1153",1250
"1153",1284
"1153",668
"1153",1225
"1153",671
"1153",628
"1153",844
"1152",776
"1152",628
"1152",674
"1152",753
"1152",673
"1152",672
"1152",680
"1152",619
"1152",740
"1152",668
"1152",665
"1151",1295
"1151",673
"1151",623
"1151",619
"1151",1699
"1150",776
"1150",628
"1150",753
"1150",673
"1150",623
"1150",622
"1150",619
"1149",776
"1149",753
"1149",673
"1149",619
"1149",623
"1148",674
"1148",751
"1148",752
"1148",628
"1148",1046
"1146",1692
"1146",679
"1146",217
"1146",1691
"1146",619
"1146",1351
"1146",622
"1146",623
"1146",672
"1146",673
"1146",776
"1146",620
"1146",1693
"1146",1694
"1146",1695
"1146",1696
"1146",1697
"1146",1698
"1146",815
"1146",816
"1146",632
"1146",989
"1146",844
"1146",845
"1146",707
"1146",628
"1145",1685
"1145",1684
"1145",1686
"1145",1197
"1145",1274
"1144",1686
"1144",1684
"1144",1685
"1143",673
"1143",753
"1143",776
"1143",622
"1143",620
"1143",619
"1143",672
"1142",623
"1142",776
"1142",753
"1142",672
"1142",619
"1141",619
"1141",622
"1141",924
"1141",1170
"1140",619
"1140",776
"1140",672
"1140",623
"1140",616
"1140",673
"1140",866
"1139",619
"1139",623
"1139",776
"1139",910
"1138",1687
"1138",623
"1138",1629
"1138",619
"1137",751
"1136",710
"1136",619
"1136",623
"1136",776
"1136",753
"1136",673
"1135",753
"1135",776
"1135",619
"1135",673
"1134",776
"1134",1121
"1134",619
"1134",673
"1134",623
"1133",1425
"1133",1225
"1133",776
"1133",672
"1133",628
"1133",674
"1133",753
"1133",752
"1133",668
"1133",751
"1133",673
"1133",661
"1133",909
"1133",910
"1133",619
"1133",623
"1133",621
"1133",680
"1133",622
"1133",620
"1133",760
"1132",692
"1132",672
"1132",673
"1132",753
"1132",911
"1132",776
"1132",623
"1132",619
"1132",924
"1132",1526
"1132",622
"1132",680
"1132",1351
"1132",754
"1132",621
"1132",778
"1132",777
"1132",1348
"1132",1109
"1132",628
"1132",710
"1132",668
"1131",1087
"1131",710
"1131",
"1131",776
"1130",909
"1130",673
"1130",672
"1130",776
"1130",628
"1130",674
"1130",910
"1130",911
"1130",620
"1130",621
"1130",680
"1130",622
"1130",623
"1130",619
"1129",1572
"1128",628
"1128",753
"1128",673
"1128",776
"1128",620
"1128",619
"1127",1087
"1126",752
"1126",622
"1126",628
"1126",661
"1126",663
"1125",1536
"1125",1535
"1125",1537
"1125",1534
"1125",1538
"1125",1539
"1125",1543
"1125",1542
"1125",1533
"1125",1540
"1125",1532
"1125",1531
"1125",1680
"1125",1544
"1125",
"1125",1678
"1125",1677
"1124",1676
"1124",776
"1124",753
"1124",620
"1124",1303
"1124",668
"1123",752
"1123",776
"1123",753
"1123",673
"1123",623
"1123",619
"1123",1225
"1122",909
"1122",971
"1122",910
"1122",778
"1122",907
"1122",1230
"1122",777
"1122",620
"1122",911
"1122",906
"1122",619
"1122",621
"1122",751
"1122",752
"1122",753
"1122",674
"1122",628
"1122",776
"1122",1225
"1121",1274
"1121",1197
"1120",623
"1120",776
"1120",753
"1120",619
"1120",1673
"1119",1524
"1119",1197
"1118",1197
"1117",680
"1117",663
"1117",661
"1117",909
"1117",1230
"1117",616
"1117",667
"1117",622
"1117",911
"1117",621
"1117",752
"1117",753
"1117",623
"1117",1427
"1117",673
"1117",672
"1117",751
"1117",668
"1117",1225
"1117",1170
"1117",776
"1117",628
"1117",674
"1117",620
"1117",619
"1117",910
"1117",1348
"1116",673
"1116",668
"1116",665
"1116",907
"1116",908
"1116",909
"1116",666
"1116",623
"1116",911
"1116",619
"1116",620
"1116",621
"1116",680
"1116",622
"1116",695
"1116",674
"1116",776
"1116",910
"1116",672
"1116",628
"1116",692
"1115",616
"1115",619
"1115",621
"1115",622
"1115",620
"1115",623
"1115",659
"1115",754
"1115",658
"1115",958
"1115",217
"1115",660
"1115",672
"1115",673
"1115",752
"1115",753
"1115",674
"1115",695
"1115",677
"1115",632
"1115",815
"1115",748
"1115",1412
"1115",776
"1115",707
"1115",816
"1115",1170
"1115",668
"1115",628
"1115",679
"1115",671
"1114",1225
"1114",622
"1114",1170
"1114",672
"1114",815
"1114",673
"1114",752
"1114",751
"1114",776
"1114",621
"1114",695
"1114",667
"1114",753
"1114",674
"1114",628
"1114",748
"1114",777
"1114",217
"1114",958
"1114",658
"1114",659
"1114",660
"1114",1253
"1114",671
"1114",665
"1114",620
"1114",1230
"1114",666
"1114",778
"1114",623
"1114",668
"1114",816
"1114",619
"1114",663
"1114",677
"1114",707
"1114",679
"1114",1310
"1114",1311
"1114",1272
"1114",1387
"1114",632
"1114",680
"1113",1684
"1113",1274
"1113",785
"1113",1197
"1113",1685
"1113",1686
"1112",1673
"1111",628
"1111",674
"1111",753
"1111",910
"1111",752
"1111",751
"1111",672
"1111",619
"1111",776
"1111",909
"1111",621
"1110",1225
"1110",909
"1110",910
"1110",619
"1110",753
"1110",776
"1110",628
"1110",752
"1109",680
"1109",906
"1109",1303
"1109",911
"1109",710
"1109",711
"1109",619
"1109",909
"1109",621
"1109",666
"1109",622
"1109",623
"1109",1170
"1109",692
"1109",672
"1109",673
"1109",924
"1109",620
"1109",688
"1109",686
"1109",752
"1109",910
"1109",616
"1109",760
"1109",862
"1109",663
"1109",908
"1109",665
"1109",687
"1109",777
"1109",1230
"1109",907
"1109",937
"1109",667
"1109",668
"1109",778
"1109",685
"1109",1583
"1109",1665
"1109",753
"1109",1664
"1109",1628
"1109",1348
"1109",1584
"1109",1283
"1109",1588
"1109",1582
"1109",1345
"1109",698
"1109",697
"1109",894
"1109",776
"1109",628
"1109",674
"1109",1225
"1108",1661
"1108",1663
"1108",1287
"1108",1662
"1108",776
"1107",620
"1107",776
"1107",668
"1107",673
"1107",752
"1107",753
"1107",619
"1107",628
"1107",710
"1106",673
"1106",672
"1106",623
"1106",753
"1105",1274
"1105",1197
"1104",620
"1104",776
"1104",628
"1104",622
"1104",619
"1104",711
"1104",710
"1104",668
"1104",623
"1104",753
"1104",621
"1103",674
"1103",680
"1103",910
"1103",909
"1103",1046
"1090",1572
"1089",1660
"1089",264
"1089",1657
"1089",1567
"1089",1658
"1089",1197
"1089",1196
"1089",1649
"1089",1659
"1089",1569
"1089",1656
"1088",623
"1088",1655
